Spot ID,ET10 vs ST12,ET10 vs ET14,ET10 vs ET16,ET10 vs ET18,ET10 vs NB,ET10 vs 1w,ET10 vs 2w,ET10 vs 4w,ET 10 vs 8w,ET10 vs 14w,ET10 vs 22w,ET10 vs 42w,ET10 vs 75w,ET10 vs 100w,ET12 vs ET14,ET12 vs ET16,ET12 vs ET18,ET12 vs NB,ET12 vs 1w,ET12 vs 2w,ET12 vs 4w,ET 12 vs 8w,ET12 vs 14w,ET12 vs 22w,ET12 vs 42w,ET12 vs 75w,ET12 vs 100w,ET14 vs ET16,ET14 vs ET18,ET14 vs NB,ET14 vs 1w,ET14 vs 2w,ET14 vs 4w,ET 14 vs 8w,ET14 vs 14w,ET14 vs 22w,ET14 vs 42w,ET14 vs 75w,ET14 vs 100w,ET16 vs ET18,ET16 vs NB,ET16 vs 1w,ET16 vs 2w,ET16 vs 4w,ET 16 vs 8w,ET16 vs 14w,ET16 vs 22w,ET16 vs 42w,ET16 vs 75w,ET16 vs 100w,ET18 vs NB,ET18 vs 1w,ET18 vs 2w,ET18 vs 4w,ET 18 vs 8w,ET18 vs 14w,ET18 vs 22w,ET18 vs 42w,ET18 vs 75w,ET18 vs 100w,NB vs 1w,NB vs 2w,NB vs 4w,NB vs 8w,NB vs 14w,NB vs 22w,NB vs 42w,NB vs 75w,NB vs 100w,1w vs 2w,1w vs 4w,1w vs 8w,1w vs 14w,1w vs 22w,1w vs 42w,1w vs 75w,1w vs 100w,2w vs 4w,2w vs 8w,2w vs 14w,2w vs 22w,2w vs 42w,2w vs 75w,2w vs 100w,4w vs 8w,4w vs 14w,4w vs 22w,4w vs 42w,4w vs 75w,4w vs 100w,8w vs 14w,8w vs 22w,8w vs 42w,8w vs 75w,8w vs 100w,14w vs 22w,14w vs 42w,14w vs 75w,14w vs 100w,22w vs 42w,22w vs 75w,22w vs 100w,42w vs 75w,42w vs 100w,75w vs 100w
1170,,0.020 ,0.005 ,0.005 ,0.016 ,0.000 ,0.002 ,,0.001 ,0.018 ,0.010 ,0.002 ,,,0.019 ,0.004 ,,0.020 ,0.005 ,0.006 ,,,,,,,,,,,,,0.026 ,,,,,0.019 ,,0.012 ,,,,0.007 ,,0.018 ,0.025 ,0.031 ,0.004 ,0.032 ,,0.008 ,0.044 ,0.013 ,,,,,,,,,0.022 ,,,,,0.020 ,,,0.000 ,0.005 ,0.001 ,0.002 ,0.001 ,0.004 ,,0.004 ,,0.022 ,0.041 ,,0.006 ,,0.005 ,,0.033 ,0.009 ,,,,,,,,,,,,,,,,,
1171,,0.019 ,,,0.036 ,0.000 ,,0.034 ,,0.000 ,0.029 ,0.005 ,0.031 ,,0.013 ,,,0.030 ,,,,,0.001 ,,,,,0.031 ,,,,,,,,,,0.012 ,0.013 ,,,0.010 ,,,,0.001 ,,0.033 ,,,,,,,,,,,,0.044 ,,,,,,,,0.032 ,0.016 ,,,,0.003 ,,,,,,,0.047 ,,,,,,,,,0.044 ,,,,,,,0.007 ,0.005 ,0.000 ,0.002 ,,,,,,
1175,,0.003 ,0.007 ,,,0.010 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.006 ,0.001 ,0.018 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.004 ,0.001 ,,,,0.002 ,0.001 ,,0.045 ,0.016 ,0.016 ,,,,0.006 ,,0.010 ,,0.038 
1176,,0.003 ,0.009 ,0.000 ,0.000 ,0.000 ,0.006 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.008 ,,0.005 ,0.003 ,0.001 ,0.001 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.019 ,0.001 ,0.005 ,0.006 ,0.009 ,0.004 ,0.004 ,0.000 ,0.003 ,,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.014 ,0.030 ,0.000 ,0.020 ,0.016 ,0.031 ,,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,,,,0.000 ,,,,,0.000 ,0.000 ,0.000 ,0.000 ,,,,,,
1177,,,0.009 ,0.001 ,0.004 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.007 ,0.000 ,,0.000 ,0.030 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.044 ,0.000 ,,0.009 ,0.030 ,0.001 ,0.000 ,0.006 ,0.003 ,0.001 ,,0.000 ,,0.000 ,,,0.003 ,0.000 ,,0.029 ,0.004 ,,0.001 ,0.000 ,0.000 ,,0.009 ,0.000 ,,,0.013 ,,0.001 ,0.000 ,0.000 ,0.010 ,0.000 ,,,0.014 ,,0.001 ,0.000 ,0.000 ,0.000 ,0.009 ,0.001 ,,0.000 ,0.001 ,0.000 ,0.029 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.018 ,,0.011 ,0.007 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 
1179,,0.001 ,0.001 ,0.001 ,,,0.004 ,,,,,0.018 ,,,0.001 ,,0.003 ,,,0.020 ,,,,,,,,0.008 ,,0.019 ,,0.023 ,0.001 ,0.002 ,0.002 ,0.002 ,0.003 ,0.000 ,0.000 ,0.023 ,,,,0.001 ,0.003 ,0.008 ,0.010 ,0.038 ,0.012 ,0.007 ,0.035 ,,,0.001 ,0.001 ,0.002 ,0.002 ,0.004 ,0.000 ,0.000 ,,,,,,,,,,,,,,,,0.016 ,0.003 ,0.005 ,0.009 ,0.012 ,0.012 ,0.029 ,0.002 ,0.000 ,,,,0.019 ,,,,,,,,,,,,,,,,,
1180,,0.005 ,0.015 ,,,0.019 ,0.018 ,,0.001 ,,0.000 ,,0.018 ,,,,,,0.001 ,,,0.000 ,,0.000 ,,0.000 ,0.002 ,,0.040 ,,0.004 ,,0.001 ,0.000 ,0.017 ,0.000 ,0.001 ,0.004 ,0.014 ,,,0.005 ,,0.007 ,0.000 ,0.027 ,0.000 ,0.003 ,0.004 ,0.014 ,,0.005 ,,,0.000 ,,0.000 ,,0.002 ,0.010 ,0.002 ,,,0.000 ,,0.000 ,,0.001 ,0.004 ,0.005 ,0.016 ,0.008 ,0.037 ,,0.035 ,,,0.008 ,0.000 ,0.033 ,0.000 ,0.003 ,0.005 ,0.017 ,0.000 ,,0.000 ,,0.017 ,,0.001 ,0.004 ,0.001 ,0.014 ,0.029 ,0.003 ,,0.027 ,,0.001 ,,,0.033 ,,
1183,,0.000 ,0.014 ,0.003 ,,,,,,,,,,,0.020 ,,,,,,,,,,,,,0.000 ,,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,,,,,,0.029 ,,0.007 ,,,0.000 ,,,0.003 ,0.003 ,0.003 ,0.003 ,0.003 ,0.000 ,0.000 ,0.037 ,0.034 ,,,,,,,,,,,,,,0.026 ,0.005 ,,,,,,0.027 ,0.006 ,,,,0.019 ,,,,,,,,,,,,,,,,,
1186,,0.018 ,,,,,,,,,,,0.001 ,0.021 ,,,,,,0.012 ,,,,,,,,0.023 ,0.002 ,0.000 ,0.004 ,0.000 ,,0.003 ,0.004 ,0.032 ,,,,,,,0.005 ,,,,,,0.002 ,,0.014 ,,0.000 ,,,,,,0.000 ,,,0.000 ,0.004 ,,,,0.022 ,0.000 ,0.005 ,0.000 ,0.030 ,,,,,0.000 ,,0.000 ,0.000 ,0.000 ,0.003 ,0.008 ,0.000 ,0.000 ,0.018 ,0.028 ,,,0.044 ,,,,,0.000 ,,,,0.000 ,,,0.004 ,,,,
1186,,0.000 ,,,,,,,0.017 ,,0.008 ,,0.026 ,,0.034 ,,,,,,,,,,,,,0.000 ,,0.001 ,0.004 ,0.000 ,0.000 ,,0.004 ,,,,0.000 ,,,,,,0.017 ,,0.008 ,,0.025 ,,,,,,,,,,,0.046 ,,,,0.037 ,,0.020 ,,0.040 ,,,,,,,,,,,0.025 ,,0.011 ,,0.033 ,,0.021 ,,0.009 ,,0.031 ,,,,,,0.001 ,,,,,,,0.001 ,,0.020 ,0.002 
1189,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.000 ,,0.002 ,0.010 ,0.009 ,0.000 ,0.000 ,0.000 ,,,,0.000 ,,,0.017 ,,0.001 ,0.000 ,0.000 ,,,0.000 ,,0.002 ,0.002 ,0.008 ,0.000 ,0.000 ,0.000 ,,0.000 ,,0.013 ,,0.026 ,0.001 ,0.000 ,0.000 ,0.000 ,0.030 ,0.001 ,0.010 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,,,0.005 ,,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.020 ,0.000 
1210,,0.007 ,0.022 ,0.024 ,0.023 ,,0.000 ,,0.018 ,0.015 ,0.007 ,,,,0.003 ,0.024 ,,,,0.000 ,,0.019 ,0.012 ,0.003 ,,,,0.006 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.027 ,,0.000 ,0.000 ,0.000 ,0.010 ,0.000 ,0.002 ,0.001 ,0.001 ,,,0.007 ,0.002 ,0.002 ,0.003 ,,0.027 ,0.000 ,0.013 ,0.005 ,0.003 ,0.000 ,0.041 ,,,0.010 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.015 ,,,0.000 ,,0.001 ,0.001 ,0.000 ,,,,0.000 ,0.001 ,0.011 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.001 ,0.001 ,0.001 ,0.002 ,0.027 ,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,,,
1212,0.019 ,0.004 ,0.003 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.002 ,0.002 ,0.002 ,0.000 ,0.000 ,,,,,,0.000 ,,,,,,,0.047 ,,,,,0.000 ,,0.033 ,,,,0.030 ,,,0.046 ,0.004 ,0.000 ,0.008 ,0.003 ,,0.036 ,,0.003 ,,,,0.000 ,,0.021 ,,,,,,,0.000 ,,0.031 ,,,,,,0.000 ,,,0.015 ,,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.028 ,,0.003 ,,,0.008 ,,0.001 ,,,,,0.025 ,,,,,0.013 ,,
1220,0.001 ,,0.012 ,0.001 ,0.001 ,0.016 ,0.001 ,0.008 ,0.009 ,0.006 ,0.007 ,0.010 ,0.000 ,0.000 ,0.011 ,,,,,,0.027 ,0.033 ,0.003 ,0.009 ,,0.002 ,0.000 ,0.002 ,0.001 ,0.000 ,0.003 ,0.016 ,0.001 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.005 ,0.005 ,,0.016 ,,,0.006 ,0.014 ,,0.019 ,0.000 ,,0.043 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,,0.010 ,0.010 ,0.002 ,0.003 ,0.039 ,0.003 ,0.000 ,0.002 ,0.002 ,0.000 ,0.001 ,0.004 ,0.000 ,0.000 ,,0.027 ,,,,0.010 ,0.014 ,,,,0.003 ,,0.025 ,,,,,,,0.003 ,
1223,,0.004 ,,0.003 ,0.001 ,0.003 ,0.000 ,0.004 ,0.001 ,0.001 ,,,0.000 ,0.000 ,,,,,,0.000 ,,0.002 ,0.003 ,,,0.006 ,0.015 ,0.003 ,0.009 ,0.042 ,,0.000 ,,0.003 ,0.004 ,0.007 ,,,,0.047 ,0.005 ,0.001 ,0.000 ,0.002 ,0.000 ,0.000 ,,,0.000 ,0.003 ,,0.003 ,0.000 ,0.010 ,0.000 ,0.000 ,0.041 ,,0.000 ,0.013 ,0.014 ,0.000 ,0.049 ,0.000 ,0.000 ,0.006 ,,0.002 ,,0.000 ,,0.000 ,0.001 ,0.003 ,0.042 ,,,0.000 ,,0.026 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.002 ,0.006 ,,,,,0.000 ,0.004 ,0.000 ,0.001 ,0.000 ,0.005 ,0.001 ,0.003 ,,0.000 ,0.003 ,0.004 ,0.031 ,
1231,,0.004 ,,0.006 ,0.000 ,0.014 ,0.000 ,0.010 ,0.002 ,0.004 ,0.015 ,0.013 ,0.001 ,0.000 ,0.007 ,,,0.010 ,,0.000 ,0.045 ,0.004 ,0.011 ,,,0.037 ,0.024 ,0.007 ,0.014 ,0.003 ,0.013 ,0.032 ,,,,0.017 ,0.018 ,0.003 ,0.000 ,,0.003 ,,0.000 ,0.029 ,0.002 ,0.004 ,,0.047 ,,,,,0.000 ,,0.004 ,0.024 ,,,,,,0.000 ,,0.000 ,0.002 ,,,,0.016 ,0.000 ,,0.001 ,0.002 ,,,,,0.001 ,,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,,,,,0.031 ,,0.001 ,0.001 ,0.000 ,0.000 ,0.006 ,0.005 ,0.003 ,0.000 ,,,,,,
1240,,,,,,,,,,,,0.047 ,0.001 ,0.029 ,0.012 ,0.009 ,0.002 ,0.003 ,,0.001 ,,,0.001 ,0.009 ,,0.001 ,,,,,,,0.007 ,0.004 ,0.043 ,,0.001 ,0.000 ,0.001 ,,0.049 ,0.014 ,,0.002 ,0.001 ,0.007 ,,0.000 ,0.000 ,0.001 ,,0.003 ,0.004 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.011 ,0.003 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.013 ,0.008 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.014 ,0.002 ,0.001 ,,,0.001 ,0.000 ,0.000 ,,0.000 ,0.012 ,,0.001 ,,0.000 ,0.008 ,0.009 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.001 ,0.004 ,,0.002 
1241,,0.006 ,0.007 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.002 ,0.002 ,0.002 ,0.007 ,0.000 ,0.000 ,,,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,,0.000 ,0.000 ,,0.040 ,0.000 ,0.003 ,0.001 ,0.004 ,,,0.011 ,0.016 ,0.000 ,0.001 ,,0.008 ,0.007 ,0.002 ,0.008 ,,,0.024 ,0.015 ,0.000 ,0.003 ,,0.010 ,0.001 ,0.008 ,0.011 ,0.010 ,0.034 ,0.002 ,0.000 ,0.001 ,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,0.014 ,0.000 ,0.000 ,0.001 ,,,0.001 ,0.001 ,,0.001 ,,,,0.000 ,0.000 ,,0.000 ,,,0.002 ,0.002 ,,0.001 ,,,,0.006 ,0.012 ,0.000 ,0.001 ,0.006 ,0.016 ,0.000 ,0.001 ,0.003 ,,,0.000 ,0.000 ,
1242,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.019 ,0.008 ,0.001 ,0.005 ,,,,0.001 ,,,,,,,,,,0.004 ,0.007 ,0.003 ,,0.002 ,0.000 ,0.026 ,0.006 ,,,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.038 ,,,,,0.003 ,0.012 ,0.000 ,0.000 ,0.006 ,,0.023 ,,,,,,0.000 ,0.000 ,0.007 ,0.007 ,,,,0.023 ,0.012 ,0.000 ,0.000 ,0.001 ,,,,,,0.002 ,0.001 ,0.016 ,,,,,0.021 ,0.036 ,0.017 ,,,,0.008 ,0.011 ,0.006 ,,,0.001 ,0.000 ,,0.021 ,0.006 ,0.006 ,,0.013 ,,,0.001 ,,0.001 ,0.000 
1247,0.004 ,0.033 ,0.019 ,0.002 ,0.001 ,0.023 ,0.000 ,0.010 ,0.009 ,0.004 ,0.010 ,0.010 ,0.000 ,0.000 ,,0.027 ,0.047 ,0.033 ,,0.000 ,0.001 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,,,,,0.000 ,0.003 ,0.006 ,0.000 ,0.007 ,0.011 ,0.000 ,0.000 ,,,,0.000 ,0.019 ,0.034 ,0.001 ,0.046 ,,0.003 ,0.004 ,,,0.000 ,,0.049 ,0.002 ,,,0.003 ,0.003 ,,0.000 ,0.001 ,0.002 ,0.000 ,0.003 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.005 ,0.000 ,0.006 ,0.014 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,,,,,0.010 ,,,,,0.006 ,0.019 ,0.005 ,0.000 ,,,,,,
1263,,0.001 ,,,,0.001 ,0.023 ,0.003 ,,,0.000 ,0.001 ,0.000 ,0.004 ,0.001 ,,,,0.010 ,0.001 ,0.002 ,,,0.003 ,0.001 ,0.002 ,0.005 ,0.000 ,0.000 ,0.001 ,0.000 ,0.048 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.015 ,0.002 ,,,0.000 ,0.001 ,0.000 ,0.005 ,,0.003 ,0.001 ,0.001 ,,,0.001 ,0.000 ,0.000 ,0.003 ,0.018 ,0.000 ,0.005 ,,,0.006 ,0.002 ,0.006 ,0.015 ,0.000 ,,0.001 ,0.001 ,,,,,0.000 ,0.033 ,0.017 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.003 ,,,0.040 ,,,0.000 ,0.001 ,0.000 ,0.003 ,0.000 ,0.001 ,0.000 ,0.005 ,,,,0.007 ,,
1287,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.014 ,0.048 ,,0.000 ,0.009 ,,,0.001 ,0.020 ,0.001 ,0.000 ,,,0.000 ,,,,0.001 ,,0.012 ,0.000 ,,0.000 ,,,,0.008 ,,0.047 ,0.000 ,0.000 ,,,,0.030 ,,,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.015 ,0.004 ,0.003 ,,,0.000 ,,0.000 ,,0.012 ,0.000 ,0.000 ,0.035 ,0.004 ,0.000 ,,0.033 ,,,0.031 ,0.012 
1294,0.003 ,0.000 ,0.000 ,0.018 ,0.000 ,0.005 ,0.014 ,,0.004 ,0.000 ,,0.005 ,0.044 ,,0.000 ,,,,,,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,0.000 ,0.000 ,0.005 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,,0.001 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.004 ,0.002 ,0.015 ,0.006 ,0.002 ,0.000 ,0.000 ,0.003 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.008 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.003 ,0.003 ,0.001 ,0.007 ,0.004 ,0.001 ,0.000 ,0.000 ,,0.000 ,,,,,0.000 ,0.022 ,,,,0.000 ,0.000 ,0.000 ,0.000 ,0.045 ,,,,,
1298,0.006 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.028 ,,0.000 ,0.001 ,0.000 ,0.001 ,0.002 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,,0.007 ,0.027 ,0.000 ,0.005 ,0.021 ,0.000 ,0.001 ,0.002 ,,0.000 ,0.007 ,,0.000 ,0.012 ,0.045 ,0.000 ,0.004 ,0.009 ,0.026 ,0.000 ,,,,,0.000 ,0.015 ,,,0.003 ,0.019 ,0.048 ,,0.000 ,0.005 ,0.013 ,,0.002 ,,,0.000 ,,,0.018 ,,,0.002 ,,,,,0.001 ,0.023 ,,,0.011 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.016 ,,,,0.001 
1300,,0.014 ,,0.038 ,,,,,0.013 ,0.030 ,,,,,,,,,,,0.017 ,0.004 ,0.007 ,0.009 ,0.021 ,,,,,,0.042 ,,0.004 ,0.000 ,0.000 ,0.005 ,0.009 ,,,,,,,0.017 ,0.001 ,0.002 ,0.017 ,0.033 ,,,,,,0.006 ,0.001 ,0.001 ,0.004 ,0.009 ,,,,,0.010 ,0.001 ,0.002 ,0.006 ,0.016 ,,,,,0.036 ,,,,,,0.033 ,0.007 ,0.013 ,0.016 ,0.043 ,,,,,,,,,,,,0.016 ,0.016 ,,,0.025 ,0.030 ,,0.029 ,0.034 ,,,
1322,,0.006 ,0.000 ,,,,0.017 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.038 ,,,,,,,,,,,,,,,0.015 ,,0.013 ,0.043 ,,0.007 ,0.007 ,,0.003 ,0.005 ,,,,0.003 ,0.018 ,,,,,0.003 ,0.019 ,,,,,,,,,,,,,,0.001 ,0.002 ,0.002 ,0.005 ,0.001 ,0.002 ,0.002 ,0.004 ,0.003 ,0.015 ,0.014 ,0.025 ,0.012 ,0.013 ,0.007 ,0.008 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,0.039 ,0.018 ,,,,0.022 ,0.004 ,0.042 ,,,,,,0.002 ,,,,,,0.000 ,0.003 ,,,,,0.030 ,0.001 ,,,,0.007 ,0.003 ,0.031 ,,,,0.032 ,0.020 ,,,,0.017 ,0.004 ,0.033 ,,,,,,,,,0.016 ,,,0.011 ,,,,,,0.000 ,0.012 ,,,,,,,0.010 ,,,,0.039 ,,,,,,,,,0.006 ,,,,,0.009 ,,,,0.004 ,0.042 ,,0.008 ,,0.009 ,,
1385,,0.015 ,0.002 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.016 ,0.005 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.049 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.017 ,0.007 ,0.006 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.040 ,0.033 ,0.001 ,0.004 ,0.012 ,0.000 ,0.002 ,0.000 ,,,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,0.002 ,0.001 ,0.000 ,0.000 ,0.004 ,,0.000 ,0.001 ,0.007 ,0.000 ,0.006 ,0.002 ,0.008 ,0.045 ,,0.001 ,,,,0.001 ,0.001 ,0.000 ,0.001 ,0.046 ,0.003 ,0.001 ,0.015 ,0.000 ,0.015 ,,0.000 ,0.000 ,
1385,0.000 ,0.000 ,0.005 ,0.009 ,0.000 ,0.001 ,0.000 ,0.000 ,0.002 ,0.027 ,0.001 ,0.009 ,,,0.016 ,,,,,,,,0.007 ,,,0.002 ,0.004 ,,,,0.002 ,,0.006 ,0.002 ,0.003 ,0.044 ,0.028 ,0.018 ,0.024 ,,,,,,,0.036 ,,,0.026 ,0.032 ,,,,,,,,,0.011 ,0.013 ,0.012 ,,,0.005 ,0.001 ,,0.039 ,0.005 ,0.008 ,,,,0.043 ,,,0.049 ,,,,0.006 ,,,0.002 ,0.003 ,0.034 ,0.014 ,,,0.036 ,0.046 ,,0.030 ,,,,0.012 ,,,,,0.030 ,0.039 ,,,
1386,,,0.002 ,0.009 ,0.004 ,0.004 ,0.030 ,0.000 ,0.000 ,0.015 ,0.000 ,0.000 ,0.048 ,0.027 ,,,0.011 ,0.015 ,0.001 ,,0.001 ,0.006 ,,0.002 ,0.001 ,0.019 ,0.014 ,0.011 ,0.015 ,0.009 ,0.005 ,,0.000 ,0.000 ,0.032 ,0.000 ,0.000 ,,0.039 ,,0.048 ,0.011 ,,0.000 ,0.001 ,,0.001 ,0.000 ,,,,,0.019 ,,,,,,,,0.045 ,0.027 ,,,,,,,,0.001 ,,,0.026 ,,,,,0.001 ,0.008 ,,0.002 ,0.001 ,0.027 ,0.022 ,0.015 ,0.008 ,,,,,0.034 ,,,,,0.014 ,0.010 ,,,,,,,,
1391,,,,,0.001 ,0.000 ,,0.000 ,0.004 ,0.000 ,0.010 ,0.000 ,0.041 ,,,,,0.008 ,0.000 ,,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.010 ,0.029 ,,0.008 ,0.000 ,0.000 ,,0.000 ,0.002 ,0.000 ,0.006 ,0.000 ,0.020 ,,,,0.008 ,,0.022 ,0.017 ,0.002 ,0.027 ,0.003 ,,,0.012 ,0.000 ,,0.001 ,0.001 ,0.000 ,0.003 ,0.000 ,0.044 ,,0.000 ,,0.003 ,0.004 ,0.000 ,0.010 ,0.000 ,,,0.015 ,0.002 ,,0.003 ,,0.015 ,,,,0.009 ,0.000 ,0.011 ,0.002 ,,,,0.001 ,,0.003 ,,,,,,,,,,0.035 ,,,,,,,
1397,,,,0.011 ,0.006 ,0.012 ,0.017 ,,0.006 ,0.018 ,0.028 ,0.010 ,0.000 ,0.001 ,,0.024 ,0.002 ,0.001 ,0.012 ,0.010 ,0.020 ,0.008 ,0.014 ,0.012 ,0.008 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,,,0.008 ,0.036 ,,0.002 ,0.022 ,,0.014 ,0.000 ,0.032 ,,,,,,,,,0.002 ,,,,,,,,,0.003 ,,,0.027 ,0.001 ,0.004 ,,,0.000 ,,,,,,,0.035 ,,0.006 ,,,0.027 ,0.000 ,,0.000 ,,,0.005 ,,,,0.000 ,,,0.009 ,,,,0.001 
